"Formula";"TP";"TN";"FP";"FN";"Accuracy";"Sensitivity";"Specificity"
"randomForest: target ~ cp2+ca0+thal1+thal2";46;38;8;10;0.823529411764706;0.826086956521739;0.821428571428571
"randomForest: target ~ cp2+ca0+thal1+thal2";41;40;4;17;0.794117647058823;0.909090909090909;0.706896551724138
"randomForest: target ~ cp2+ca0+thal1+thal2";42;35;18;7;0.754901960784314;0.660377358490566;0.857142857142857
"randomForest: target ~ cp2+ca0+thal1+thal2";41;40;9;12;0.794117647058823;0.816326530612245;0.773584905660377
"randomForest: target ~ cp2+ca0+thal1+thal2";42;41;7;12;0.813725490196078;0.854166666666667;0.777777777777778
"randomForest: target ~ cp2+ca0+thal1+thal2";46;41;2;13;0.852941176470588;0.953488372093023;0.779661016949153
"randomForest: target ~ cp2+ca0+thal1+thal2";39;46;7;10;0.833333333333333;0.867924528301887;0.795918367346939
"randomForest: target ~ cp2+ca0+thal1+thal2";47;37;6;12;0.823529411764706;0.86046511627907;0.796610169491525
"randomForest: target ~ cp2+ca0+thal1+thal2";40;41;6;15;0.794117647058823;0.872340425531915;0.727272727272727
"randomForest: target ~ cp2+ca0+thal1+thal2";46;35;6;15;0.794117647058823;0.853658536585366;0.754098360655738
"randomForest: target ~ cp2+ca0+thal1+thal2";44;43;5;10;0.852941176470588;0.895833333333333;0.814814814814815
"randomForest: target ~ cp2+ca0+thal1+thal2";48;42;4;8;0.882352941176471;0.91304347826087;0.857142857142857
"randomForest: target ~ cp2+ca0+thal1+thal2";37;46;7;12;0.813725490196078;0.867924528301887;0.755102040816326
"randomForest: target ~ cp2+ca0+thal1+thal2";42;42;2;16;0.823529411764706;0.954545454545455;0.724137931034483
"randomForest: target ~ cp2+ca0+thal1+thal2";43;44;4;11;0.852941176470588;0.916666666666667;0.796296296296296
"randomForest: target ~ cp2+ca0+thal1+thal2";45;35;13;9;0.784313725490196;0.729166666666667;0.833333333333333
"randomForest: target ~ cp2+ca0+thal1+thal2";45;38;7;12;0.813725490196078;0.844444444444444;0.789473684210526
"neuralNet: target ~ cp0+ca1+thal2";59;26;12;5;0.833333333333333;0.684210526315789;0.921875
"neuralNet: target ~ cp0+ca1+thal2";55;29;12;6;0.823529411764706;0.707317073170732;0.901639344262295
"neuralNet: target ~ cp0+ca1+thal2";49;37;13;3;0.843137254901961;0.74;0.942307692307692
"neuralNet: target ~ cp0+ca1+thal2";51;31;17;3;0.803921568627451;0.645833333333333;0.944444444444444
"neuralNet: target ~ cp0+ca1+thal2";55;30;13;4;0.833333333333333;0.697674418604651;0.932203389830508
"neuralNet: target ~ cp0+ca1+thal2";56;31;10;5;0.852941176470588;0.75609756097561;0.918032786885246
"neuralNet: target ~ cp0+ca1+thal2";52;34;13;3;0.843137254901961;0.723404255319149;0.945454545454545
"neuralNet: target ~ cp0+ca1+thal2";48;40;10;4;0.862745098039216;0.8;0.923076923076923
"neuralNet: target ~ cp0+ca1+thal2";57;30;7;8;0.852941176470588;0.810810810810811;0.876923076923077
"neuralNet: target ~ cp0+ca1+thal2";52;30;14;6;0.803921568627451;0.681818181818182;0.896551724137931
"neuralNet: target ~ cp0+ca1+thal2";50;31;14;7;0.794117647058823;0.688888888888889;0.87719298245614
"neuralNet: target ~ cp0+ca1+thal2";50;34;14;4;0.823529411764706;0.708333333333333;0.925925925925926
"neuralNet: target ~ cp0+ca1+thal2";52;34;11;5;0.843137254901961;0.755555555555556;0.912280701754386
"neuralNet: target ~ cp0+ca1+thal2";50;35;12;5;0.833333333333333;0.74468085106383;0.909090909090909
"neuralNet: target ~ cp0+ca1+thal2";50;35;13;4;0.833333333333333;0.729166666666667;0.925925925925926
"neuralNet: target ~ cp0+ca1+thal2";43;38;15;6;0.794117647058823;0.716981132075472;0.877551020408163
"neuralNet: target ~ cp0+ca1+thal2";53;36;9;4;0.872549019607843;0.8;0.929824561403509
"neuralNet: target ~ cp0+ca1+thal2";47;30;20;5;0.754901960784314;0.6;0.903846153846154
"neuralNet: target ~ cp0+ca1+thal2";55;27;16;4;0.803921568627451;0.627906976744186;0.932203389830508
"neuralNet: target ~ cp0+ca1+thal2";51;35;10;6;0.843137254901961;0.777777777777778;0.894736842105263
"neuralNet: target ~ cp0+ca1+thal2";41;39;15;7;0.784313725490196;0.722222222222222;0.854166666666667
"neuralNet: target ~ cp0+ca1+thal2";52;34;12;4;0.843137254901961;0.739130434782609;0.928571428571429
"neuralNet: target ~ cp0+ca1+thal2";46;35;12;9;0.794117647058823;0.74468085106383;0.836363636363636
"neuralNet: target ~ cp0+ca1+thal2";50;33;12;7;0.813725490196078;0.733333333333333;0.87719298245614
"neuralNet: target ~ cp0+ca1+thal2";57;22;19;4;0.774509803921569;0.536585365853659;0.934426229508197
"neuralNet: target ~ cp0+ca1+thal2";51;31;17;3;0.803921568627451;0.645833333333333;0.944444444444444
"neuralNet: target ~ cp0+ca1+thal2";51;33;10;8;0.823529411764706;0.767441860465116;0.864406779661017
"neuralNet: target ~ cp0+ca1+thal2";49;36;12;5;0.833333333333333;0.75;0.907407407407407
"neuralNet: target ~ cp0+ca1+thal2";52;35;9;6;0.852941176470588;0.795454545454545;0.896551724137931
"neuralNet: target ~ cp0+ca1+thal2";50;38;11;3;0.862745098039216;0.775510204081633;0.943396226415094
"neuralNet: target ~ cp0+ca1+thal2";40;33;21;8;0.715686274509804;0.611111111111111;0.833333333333333
"neuralNet: target ~ cp0+ca1+thal2";49;38;12;3;0.852941176470588;0.76;0.942307692307692
"neuralNet: target ~ cp0+ca1+thal2";47;33;15;7;0.784313725490196;0.6875;0.87037037037037
"neuralNet: target ~ cp0+ca1+thal2";53;29;14;6;0.803921568627451;0.674418604651163;0.898305084745763
"neuralNet: target ~ cp0+ca1+thal2";53;35;12;2;0.862745098039216;0.74468085106383;0.963636363636364
"neuralNet: target ~ cp0+ca1+thal2";49;35;16;2;0.823529411764706;0.686274509803922;0.96078431372549
"neuralNet: target ~ cp0+ca1+thal2";51;33;15;3;0.823529411764706;0.6875;0.944444444444444
"neuralNet: target ~ cp0+ca1+thal2";47;33;15;7;0.784313725490196;0.6875;0.87037037037037
"neuralNet: target ~ cp0+ca1+thal2";50;32;13;7;0.803921568627451;0.711111111111111;0.87719298245614
"neuralNet: target ~ cp0+ca1+thal2";51;31;17;3;0.803921568627451;0.645833333333333;0.944444444444444
"neuralNet: target ~ cp0+ca1+thal2";48;38;11;5;0.843137254901961;0.775510204081633;0.905660377358491
"neuralNet: target ~ cp0+ca1+thal2";54;28;12;8;0.803921568627451;0.7;0.870967741935484
"neuralNet: target ~ cp0+ca1+thal2";46;34;15;7;0.784313725490196;0.693877551020408;0.867924528301887
"neuralNet: target ~ cp0+ca1+thal2";47;38;11;6;0.833333333333333;0.775510204081633;0.886792452830189
"neuralNet: target ~ cp0+ca1+thal2";56;30;11;5;0.843137254901961;0.731707317073171;0.918032786885246
"neuralNet: target ~ cp0+ca1+thal2";49;36;14;3;0.833333333333333;0.72;0.942307692307692
"neuralNet: target ~ cp0+ca1+thal2";42;35;19;6;0.754901960784314;0.648148148148148;0.875
"neuralNet: target ~ cp0+ca1+thal2";55;33;11;3;0.862745098039216;0.75;0.948275862068966
"neuralNet: target ~ cp0+ca1+thal2";50;36;14;2;0.843137254901961;0.72;0.961538461538462
"neuralNet: target ~ cp0+ca1+thal2";49;35;14;4;0.823529411764706;0.714285714285714;0.924528301886792
"neuralNet: target ~ cp0+ca1+thal2";58;32;10;2;0.882352941176471;0.761904761904762;0.966666666666667
"neuralNet: target ~ cp0+ca1+thal2";55;33;10;4;0.862745098039216;0.767441860465116;0.932203389830508
"neuralNet: target ~ cp0+ca1+thal2";43;36;19;4;0.774509803921569;0.654545454545455;0.914893617021277
"neuralNet: target ~ cp0+ca1+thal2";56;28;13;5;0.823529411764706;0.682926829268293;0.918032786885246
"neuralNet: target ~ cp0+ca1+thal2";47;36;14;5;0.813725490196078;0.72;0.903846153846154
"neuralNet: target ~ cp0+ca1+thal2";49;39;11;3;0.862745098039216;0.78;0.942307692307692
"neuralNet: target ~ cp0+ca1+thal2";41;38;16;7;0.774509803921569;0.703703703703704;0.854166666666667
"neuralNet: target ~ cp0+ca1+thal2";52;30;16;4;0.803921568627451;0.652173913043478;0.928571428571429
"neuralNet: target ~ cp0+ca1+thal2";42;38;19;3;0.784313725490196;0.666666666666667;0.933333333333333
"neuralNet: target ~ cp0+ca1+thal2";52;36;12;2;0.862745098039216;0.75;0.962962962962963
"neuralNet: target ~ cp0+ca1+thal2";56;30;12;4;0.843137254901961;0.714285714285714;0.933333333333333
"neuralNet: target ~ cp0+ca1+thal2";56;28;13;5;0.823529411764706;0.682926829268293;0.918032786885246
"neuralNet: target ~ cp0+ca1+thal2";54;28;15;5;0.803921568627451;0.651162790697674;0.915254237288136
"neuralNet: target ~ cp0+ca1+thal2";54;33;13;2;0.852941176470588;0.717391304347826;0.964285714285714
"neuralNet: target ~ cp0+ca1+thal2";45;37;15;5;0.803921568627451;0.711538461538462;0.9
"neuralNet: target ~ cp0+ca1+thal2";49;31;18;4;0.784313725490196;0.63265306122449;0.924528301886792
"neuralNet: target ~ cp0+ca1+thal2";55;31;11;5;0.843137254901961;0.738095238095238;0.916666666666667
"neuralNet: target ~ cp0+ca1+thal2";50;31;17;4;0.794117647058823;0.645833333333333;0.925925925925926
"neuralNet: target ~ cp0+ca1+thal2";50;32;15;5;0.803921568627451;0.680851063829787;0.909090909090909
"neuralNet: target ~ cp0+ca1+thal2";51;33;13;5;0.823529411764706;0.717391304347826;0.910714285714286
"neuralNet: target ~ cp0+ca1+thal2";51;30;16;5;0.794117647058823;0.652173913043478;0.910714285714286
"neuralNet: target ~ cp0+ca1+thal2";60;27;12;3;0.852941176470588;0.692307692307692;0.952380952380952
"neuralNet: target ~ cp0+ca1+thal2";51;32;14;5;0.813725490196078;0.695652173913043;0.910714285714286
"neuralNet: target ~ cp0+ca1+thal2";51;39;10;2;0.882352941176471;0.795918367346939;0.962264150943396
"neuralNet: target ~ cp0+ca1+thal2";42;36;19;5;0.764705882352941;0.654545454545455;0.893617021276596
"neuralNet: target ~ cp0+ca1+thal2";45;40;14;3;0.833333333333333;0.740740740740741;0.9375
"neuralNet: target ~ cp0+ca1+thal2";55;31;11;5;0.843137254901961;0.738095238095238;0.916666666666667
"neuralNet: target ~ cp0+ca1+thal2";48;32;17;5;0.784313725490196;0.653061224489796;0.905660377358491
"neuralNet: target ~ cp0+ca1+thal2";51;35;12;4;0.843137254901961;0.74468085106383;0.927272727272727
"neuralNet: target ~ cp0+ca1+thal2";53;37;9;3;0.882352941176471;0.804347826086957;0.946428571428571
"neuralNet: target ~ cp0+ca1+thal2";49;35;13;5;0.823529411764706;0.729166666666667;0.907407407407407
"neuralNet: target ~ cp0+ca1+thal2";40;37;20;5;0.754901960784314;0.649122807017544;0.888888888888889
"neuralNet: target ~ cp0+ca1+thal2";53;30;13;6;0.813725490196078;0.697674418604651;0.898305084745763
"neuralNet: target ~ cp0+ca1+thal2";53;25;17;7;0.764705882352941;0.595238095238095;0.883333333333333
"neuralNet: target ~ cp0+ca1+thal2";57;23;17;5;0.784313725490196;0.575;0.919354838709677
"neuralNet: target ~ cp0+ca1+thal2";49;34;14;5;0.813725490196078;0.708333333333333;0.907407407407407
"neuralNet: target ~ cp0+ca1+thal2";45;33;21;3;0.764705882352941;0.611111111111111;0.9375
"neuralNet: target ~ cp0+ca1+thal2";57;30;11;4;0.852941176470588;0.731707317073171;0.934426229508197
"neuralNet: target ~ cp0+ca1+thal2";47;35;15;5;0.803921568627451;0.7;0.903846153846154
"neuralNet: target ~ cp0+ca1+thal2";46;35;14;7;0.794117647058823;0.714285714285714;0.867924528301887
"neuralNet: target ~ cp0+ca1+thal2";54;30;14;4;0.823529411764706;0.681818181818182;0.931034482758621
"neuralNet: target ~ cp0+ca1+thal2";53;30;15;4;0.813725490196078;0.666666666666667;0.929824561403509
"neuralNet: target ~ cp0+ca1+thal2";49;34;13;6;0.813725490196078;0.723404255319149;0.890909090909091
"neuralNet: target ~ cp0+ca1+thal2";52;28;14;8;0.784313725490196;0.666666666666667;0.866666666666667
"neuralNet: target ~ cp0+ca1+thal2";54;31;12;5;0.833333333333333;0.720930232558139;0.915254237288136
"neuralNet: target ~ cp0+ca1+thal2";51;35;10;6;0.843137254901961;0.777777777777778;0.894736842105263
"neuralNet: target ~ cp0+ca1+thal2";52;36;9;5;0.862745098039216;0.8;0.912280701754386
"neuralNet: target ~ cp0+ca1+thal2";47;33;18;4;0.784313725490196;0.647058823529412;0.92156862745098
"neuralNet: target ~ cp0+ca1+thal2";58;27;12;5;0.833333333333333;0.692307692307692;0.920634920634921
"neuralNet: target ~ cp0+ca1+thal2";51;29;15;7;0.784313725490196;0.659090909090909;0.879310344827586
